,age,comment,likes/views,link,promo,user
278,JUNE 4,"Wish the #menace #king #space #dawg himself @jonrodney_dc , a very happy 26th birthday !! photo: @cc4prezi",483 likes,/BySbKNLg0O6/,0,_dealcasino_
279,JUNE 3,"THURSDAY AUGUST 8th, ASBURY PARK ~ TICKETS ON SALE THIS FRIDAY 10AM (ALL AGES) art: @brian_wrensen @captaincreativegroup",506 likes,/ByQMlAaAdgs/,1,_dealcasino_
280,JUNE 2,NJ show announcement tomorrow. Our moms are probably coming so you should too. Stay tuned fools. Photo: @_codycutter,466 likes,/ByN7zrXAbt5/,1,_dealcasino_
281,JUNE 1,"thank you to everyone who watched us yesterday, and to our dude Redman, who took good care of the boys all day.",717 likes,/ByK1JqKA0Dc/,0,_dealcasino_
282,MAY 31,"12:15, main stage #dealcasinoLLC",743 likes,/ByILNEWAEyU/,1,_dealcasino_
283,MAY 31,"Robin Hood, produced and engineered by @erikkaseromero mixed and mastered by @timbopan ~ extra extra thanks to the real NJ Boss @allihagendorf for debuting it @spotify ‘s New Noise playlist. (Link in bio) HAPPY @govballnyc DAY !!",437 likes,/ByIDO5GAOb3/,1,_dealcasino_
284,MAY 30,"Ok tomorrow is @govballnyc and we’re stoked. If you’re going to be there, please sign JoeP’s pants. Also check out our shoes in the second photo. (We play at 1215 on da main stage) Photo by @cc4prezi",513 likes,/ByGdcsqAvAk/,1,_dealcasino_
285,MAY 27,@govballnyc on friday. We scared. Main Stage at 12:15pm. Photo: @_codycutter,531 likes,/Bx_Aca6A-l1/,1,_dealcasino_
286,MAY 26,"We tried very hard to look serious/cool in this picture. The bubbles and their positivity did not allow for that.
Photo: @_codycutter",769 likes,/Bx7mz-FAiLi/,0,_dealcasino_
287,MAY 24,"joeP is out of pants bc you nice people signed them all. Robin Hood is out in one week, please pre save it so he can afford new ones. (Link in bio) #controversy #clickbait 📸 by the @_codycutter",743 likes,/Bx2nTcQAX1M/,0,_dealcasino_
288,MAY 22,"@madelynb21 listens to our band in Sparta,NJ and found out we all grew up there (except chrizz) and found our yearbook photos somehow. Thank you.
Photo by: that weird guy on picture day.",943 likes,/BxxJXL-AhDW/,0,_dealcasino_
289,MAY 21,"We're trying to be professionals and get this acoustic tour booked, but WE NEED YOUR HELP! Fill out the survey in our bio if you have a place that we can turn into a makeshift venue and have people listen to the sweet soft sounds of the acoustisized versions of our songs",548 likes,/BxusHooARhV/,1,_dealcasino_
290,MAY 19,"joeP is sick as the dog right now but here he is ripping a nice healthy piss before a show. Come to @govballnyc and watch us while you wait to see @feliciathegoat
Photo: @_codycutter",690 likes,/Bxp0RxGg3Hn/,1,_dealcasino_
291,MAY 17,"If you would like us to come to your house this summer to play a lil acoustic set and you don’t mind like 30-40 people in your crib, message us what town you’re in and let’s make shit happen. Photo: @kelseysmith_photography #houseshow #livingroom #poolparty #icecreamcake #crunchies",739 likes,/Bxj886vAoFm/,1,_dealcasino_
292,MAY 15,"tour photos apparently don’t get a lot of likes, but we love every single person in this photo so much. @rrettino @wolfbauer @badflowermusic @fencerband @cianocioffi",635 likes,/BxfLP74AkGZ/,0,_dealcasino_
293,MAY 13,"Robin Hood, Friday 5/31 🎙🔈 sound on for preview 🔈🎙 pre save link in bio! (please do that.) (love you.) (forever.)",860,/Bxaf9IAgccb/,1,_dealcasino_
294,MAY 9,This tour is almost over and we are sad. #atlanta tonight. Come watch joeP snap his little frog legs into pieces. 🎥: @badflowerjoey,950,/BxQJWE6g0yO/,1,_dealcasino_
295,1 HOUR AGO,I’m proud of @TaylorSwift for making this video. I’m proud to be in it. I’m proud to be a member of this community. Happy #Pride. #YNTCDmusicvideo,"783,653",/By0q9cjHaic/,1,theellenshow
296,2 HOURS AGO,"So many talented kids on my show today, I had to put them in a carousel.","71,343 likes",/By0jZRkhuat/,1,theellenshow
297,21 HOURS AGO,"‪My friend @taylorswift asked me to be in her new music video, “You Need To Calm Down.” It premieres tomorrow! Now I need to calm down.‬","1,194,975",/ByyiTK4nagg/,1,theellenshow
298,1 DAY AGO,Happy #FathersDay!,"3,541,311",/ByxtoNWHWLw/,0,theellenshow
299,2 DAYS AGO,Love has got your back. #EV1,"281,042 likes",/BytQ90EhisD/,0,theellenshow
300,2 DAYS AGO,Life’s First Evers season 2 premieres Monday! I don’t think you’re ready for this Jeannie. @iamjeanniek,"2,597,177",/BytJW_SB-aO/,1,theellenshow
301,3 DAYS AGO,#TGIF! These GIFs Is Funny,"814,898 likes",/BytAU9YBYdy/,0,theellenshow
302,3 DAYS AGO,@KumailN must have been incredibly hydrated today.,"3,134,610",/Bysx5-UBNSf/,1,theellenshow
303,3 DAYS AGO,@KumailN is hilarious. Oprah knows. Don’t miss tomorrow!,"3,084,688",/Byq7dDyhjEp/,1,theellenshow
304,3 DAYS AGO,Raise your hand if you’re adorable.,"713,762 likes",/Byqu-Deh93c/,0,theellenshow
305,4 DAYS AGO,"I’m glad Adam investigated the missing champagne. I’m also glad he didn’t check my office.
Find out what happens on ellentube.com.","1,272,352",/ByqRwmjBwmD/,1,theellenshow
306,4 DAYS AGO,"The ""Parks and Rec"" cast still hangs out.
@plazadeaubrey","2,424,295",/ByqH6tuhWtZ/,1,theellenshow
307,4 DAYS AGO,"Tomorrow, watch out for Chucky, @plazadeaubrey.","3,712,494",/ByoVW2nBriM/,1,theellenshow
308,4 DAYS AGO,"This is my friend @sir_twitch_alot dancing with my niece, Eva... Or as I now call her, Lil Niecy.","3,822,877",/ByoGbVRBaBF/,1,theellenshow
309,5 DAYS AGO,Growing up in the Sudeikis/Wilde house sounds like an adventure.,"3,989,063",/Byn3zDqBg8u/,1,theellenshow
310,5 DAYS AGO,"I don’t have kids, but a time out sounds nice.","1,848,293",/Bynly8xBEGK/,0,theellenshow
311,5 DAYS AGO,"My staff is so excited for the new season of ""Younger."" It premieres tonight! #YoungerTV","1,701,005",/BynVoX5Bc9L/,1,theellenshow
312,5 DAYS AGO,"Tomorrow, Jason Sudeikis guest hosts my show!","2,025,017",/Byly2Ych2ha/,1,theellenshow
313,5 DAYS AGO,This Pony is excited. #Frozen2,"1,757,628",/Bylqe69Bmph/,1,theellenshow
314,5 DAYS AGO,"The perfect look for your office pride party. They have those, right?","245,181 likes",/Byli-y2he2L/,0,theellenshow
315,6 DAYS AGO,"In honor of today’s podcast, here’s Kevin’s 8th-grade graduation photo. #EllenOnTheGo #ItGotBetter
@kleman","133,254 likes",/BylUi_ThLbO/,1,theellenshow
316,6 DAYS AGO,"I learned some hard truths today.
@deanornishmd","2,686,837",/BylFBZlB8u_/,1,theellenshow
317,6 DAYS AGO,They don’t call them Do Good Daniels for nothing. @TheDanielsFamily,"1,877,905",/Byk8e3_hDnm/,1,theellenshow
318,6 DAYS AGO,Don’t miss @HowieMandel on my show tomorrow (unless you’re his wife).,"5,914,999",/ByjP5qyBwkm/,1,theellenshow
319,6 DAYS AGO,"Do you think you could get it in with $5,000 on the line?","4,010,922",/Byi8kOlBkuQ/,1,theellenshow
320,MAY 27,Don’t miss it!,"4,304 likes",/Bx-_BxCnuEA/,1,jerryseinfeld
321,MAY 24,@iamcolinquinn on @cnn on #memorialday,"3,208 likes",/Bx2zYb9H5t3/,1,jerryseinfeld
322,MAY 16,"Howard, now I have two things from you I like - #HowardSternComesAgain and one of yours and @bethostern’s rescues, Ramón.","71,036 likes",/Bxhx6OUHZRe/,1,jerryseinfeld
323,FEBRUARY 3,"My first time in the 991.2 GT3 RS I am very surprised that I am very surprised at the progress from Gen 1 RS. GT2 is more of an overwhelm of power, of course, but I think for the Pure 911 Obsessed, me, this is the better drive. Most precise Porsche experience ever.
Thanks to my friends @TheCollectionFL for letting me try it and @Porsche for still making our dreams come true.","92,597 likes",/BtbgGMHAXhe/,1,jerryseinfeld
324,JANUARY 30,"I met @gadelmaleh 12 years ago, and I instantly recognized him as a true comedian. Go see him, he’s brilliant.","31,590 likes",/BtRPrqeARQB/,1,jerryseinfeld
325,JANUARY 4,Mama Too’s ...going off,"62,383 likes",/BsPJXq9A84V/,0,jerryseinfeld
326,JANUARY 4,"We made this little tribute to one of our favorite people ever in the world of comedy, the one and only Bob Einstein. (And yes, I did give him the car..) [Link to full video in bio]","257,738",/BsPAYI6ARA3/,1,jerryseinfeld
327,"DECEMBER 24, 2018",The perfect Christmas gift: the @netflix premiere of “Stand Up and Away! with Brian Regan” @brianregancomedian,"7,695 likes",/BrzDXDwga42/,0,jerryseinfeld
328,"DECEMBER 23, 2018","I love this Festivus display our great friends at Sony in Culver City have set up.
What I love most about Festivus is the great speech we wrote for Jerry Stiller telling the story and they’ve done a beautiful job laying it out graphically.
I still remember quite well how we wrote it.
Like any good piece of comedy there is not one wasted word and a lot of story is compressed into just a few sentences.
My favorites are:
“I went to buy a doll for my son”
and
“As I rained blows upon him”
So informative of the strange relationship George and his Father seemed to have. Affectionate yet explosive at any moment.
Anyway, love that even in 2018, ""Festivus rolls on..” Thanks to Dan O’Keefe and Happy Festivus everybody!","105,278 likes",/BrvRiDMANMf/,0,jerryseinfeld
329,"OCTOBER 23, 2018",“Kid on Kid Crime Wave Hits City”,"52,155 likes",/BpRwJjiHQpQ/,0,jerryseinfeld
330,"OCTOBER 16, 2018",Comedians On Scooters Feeling Italian @lavazzausa,"133,485 likes",/Bo_wZxiHH6m/,1,jerryseinfeld
331,"SEPTEMBER 13, 2018","Last night at Carnegie Hall a killer lineup of performers helped Jessica and I in supporting @goodplusfdn’s work to fight poverty by supporting hardworking fathers and families. We were also honored to have incredible supporters and friends on hand, including @chrisrock, @amyschumer, @gstephanopoulos, @therealaliwentworth, @bethostern, @iambarondavis, @tiffanyhaddish and @chrissyteigen! You can still help GOOD+ do its important work by texting GOODPLUS to 91999. #AGOODEvening","37,563 likes",/BnrkRm3B4LO/,1,jerryseinfeld
332,"SEPTEMBER 13, 2018","So much fun last night sharing the stage at Carnegie Hall with so many friends to support @GoodPlusFdn. I can’t thank them enough for honoring Jessica and me with their talents, including @lesdogggg, @gadelmaleh, @sebastiancomedy, @michaelstrahan, @sethmeyers, @johnlegend, as well as @common, @robertglasper, and @karriemriggins1 of @augustgreeneband – and the New Life Tabernacle Choir! And @djdnice at the party! All in all.. #AGOODEvening","29,879 likes",/BnrfxMlBzdp/,1,jerryseinfeld
333,"AUGUST 14, 2018","Today, two of the World’s Greatest 911SC battled it out. There are less than 20k miles on these two combined. This model’s time has come.","50,225 likes",/BmfDo5EAYkz/,1,jerryseinfeld
334,"AUGUST 2, 2018","Excited to announce that @Common and @Michaelstrahan have joined the lineup at @GOODPlusFdn’s Evening of Comedy + Music on September 12 at the Stern Auditorium/Perelman Stage at Carnegie Hall. Join us to support @GoodPlusFdn in providing education, training and support to fellow dads and families across the country. Visit http://goodplusfoundation.org for tickets.","8,250 likes",/Bl-s00DggvX/,1,jerryseinfeld
335,"JULY 27, 2018",Mad Hatter Chatter. @johnmulaney @hasanminhaj @theellenshow,"225,392",/BlvanDAn6_A/,1,jerryseinfeld
336,"JULY 26, 2018",Caffeinated and opinionated. @theellenshow @brianregancomedian @iamabfalecbaldwin,"205,885",/Bls8zL1H7Zj/,1,jerryseinfeld
337,"JULY 22, 2018","With this car, it’s like if James Bond goofed around all day. @ferrari","224,056",/BliVNbUAxuC/,1,jerryseinfeld
338,"JULY 21, 2018",O-key Do-key No-key. @theellenshow,"216,959",/BlfwJoPlD_F/,0,jerryseinfeld
339,"JULY 19, 2018","High school can be tough, but it gets better. Just take it from Massapequa’s two most famous losers.","163,467",/BlbC-yugF6k/,1,jerryseinfeld
340,"JULY 17, 2018","Awkward silences. Souvenir shopping. Comedians in Cars has something for everyone. Now streaming on @Netflix.
.
.
.
@iamabfalecbaldwin in a 1974 @bmw 3.0 CS @theellenshow in a 1977 @toyota FJ40
@johnmulaney in an 1969 @alfaromeousa Giulia Super
Zach Galifianakis in 1973 @VW Thing Dual Sport","27,827 likes",/BlV4btHgLLO/,1,jerryseinfeld
341,"JULY 16, 2018",Get in the car and take a ride with @theellenshow @thedanacarvey @realtracymorgan @johnmulaney @hasanminhaj Zach Galifianakis and Kate McKinnon.,"154,405",/BlTy7OLjHvK/,0,jerryseinfeld
342,"JULY 15, 2018","Ladies and gentlemen, the one and only @realtracymorgan.","187,270",/BlQTgubDsFe/,0,jerryseinfeld
343,"JULY 13, 2018","You too can have the breakfast of Jerrys: three fried eggs up, very very very stiff bacon, and a lot of laughs.","210,663",/BlLQ1Ayl4rq/,0,jerryseinfeld
344,"JULY 12, 2018",Kate McKinnon is like a good burp – she’s just objectively funny.,"181,791",/BlI2bl3BmW-/,0,jerryseinfeld
345,9 MINUTES AGO,Two words: THANK YOU! We’re so grateful. Number 1 on the @billboard 200 with 414k for the first week?! 🤯🤯🤯,"71,946",/By009pkn2it/,0,jonasbrothers
346,19 HOURS AGO,Boston!! You were so loud 🔥🔥🔥 Thank you guys for an awesome show @kiss108! #kiss108kissconcert,"235,156 likes",/ByywKRyHwaZ/,0,jonasbrothers
347,1 DAY AGO,Happy Father’s Day @kevinjonas!!,"629,230 likes",/ByxwO2nngNr/,0,jonasbrothers
348,1 DAY AGO,Today is the 10 year anniversary of #LinesVinesAndTryingTimes 🤯 What was your favorite song off the record??,"907,996 likes",/ByxYbbnHIE-/,0,jonasbrothers
349,2 DAYS AGO,#HappinessBegins @genies,"279,470 likes",/Byvg9I-Hb_r/,1,jonasbrothers
350,2 DAYS AGO,Don’t forget to tune-in to a brand new episode of @allthat tonight at 8:30pm ET on @nickelodeon 🍔 We’re performing and grabbing a bite to eat over at Good Burger 😂,"387,813 likes",/ByvM3Eqn9-z/,1,jonasbrothers
